"Yes, No, Maybe? Fun Trivia for Friends & Family",https://apps.apple.com/us/app/yes-no-maybe-fun-trivia-for-friends-family/id1053197949,,,,"Trivia with a twist! Gather 'round the TV, pick your character, and have some fun with friends and family - or practice your trivia skills with a few sneaky solo sessions.HOW IT WORKS:◎ You're shown a fact. ◎ But not all facts are true. ◉ If you agree, choose YES. ◎ If not, choose NO. ◎ If you're unsure, choose MAYBE. Why? Because getting the wrong answer takes away points!Stay on your toes, because the questions are often worded to look correct when they're really not. Oh, and there's a time limit, too.
",Gist LLC,7.3 MB,English,4+,$1.99,"Nov 18, 2015",https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/99/42/2f/99422f9d-5a63-d2d9-0ac3-d776c8a03789/contsched.yctiiqqm.lsr/313x0w.jpg,,Games
"Yes, that dress!",https://apps.apple.com/us/app/yes-that-dress/id1515895992,4.6 ,11.9K,Be a Clothing Fashion Designer,"Do you want that dress? All you have to do is say yes! Customers are lining up at your store looking for help. They are looking for that next style fad that will make them stand out with the stars. Pull out a basic dress and style it however you like. Change the color, add some sparkles, have a new cut or design; the final look is limitless in this fashion designer simulator.Have you ever gone to the store and wished you could purchase any dress you want? Now you can create those looks for yourself. Make people's dreams come true and create the most beautiful dresses you can think of. Whether it’s for a party, or prom, or just a night out on the town, people want to look trendy with the latest fad, and it’s up to your keen eye to make this a reality.  Game Features:1.       Simple but addicting mechanicsCustomers are looking for the next great designer - can you make the cut?2.       Amazing PhysicsThe final outcome of the designs will have you feeling breathless3.       Keep on upgrading!Become the best shop in town - keep upgrading your business.4.       Relax and enjoyNo stress in this game. Just create, color and decorate. So many options to test your creativity.Visit https://lionstudios.cc/contact-us/ if have any feedback, need help on beating a level or have any awesome ideas you would like to see in the game!From the Studio that brought you Mr. Bullet, Happy Glass, Ink Inc and Love Balls!Follow us to get news and updates on our other Award Winning titles;https://lionstudios.cc/Facebook.com/LionStudios.ccInstagram.com/LionStudiosccTwitter.com/LionStudiosCCYoutube.com/c/LionStudiosCC
",Lion Studios,263.7 MB,"English, Simplified Chinese",12+,Free,"Sep 5, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/88/42/8c/88428c37-a18b-a537-44de-8172cbab3ce0/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,Yes,Games
Yes-No Oracle,https://apps.apple.com/us/app/yes-no-oracle/id321943582,3.0 ,3,,"*Yes-No Oracle*Easy way to make hard decisionsYes-No Oracle is a reliable prediction tool that helps you make a hard decisions and solve problems in your life.Get rid of onerous hesitations! Yes-No Oracle knows everything about your future. No more coin flipping or cards reading! Just run the application, ask your question, concentrate and get the answer.Ask questions that can be answered in yes / no form only to get the most accurate results. 
",SSP Software,5.6 MB,English,4+,Free,"Jul 12, 2012",https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/23/b7/a3/23b7a3f6-3c25-c1a0-2c9e-c0cd88d47418/mzl.esfbrgjs.png/230x0w.png,,Lifestyle
YesNo,https://apps.apple.com/us/app/yesno/id1179135742,4.0 ,2,,"This is an interactive story where you must make the right decisions in order to finish the story alive.
",matthew rooney,549.9 KB,English,9+,Free,"May 22, 2017",https://is1-ssl.mzstatic.com/image/thumb/Purple127/v4/44/c9/7c/44c97c60-4ac2-25be-5cd6-9df4979ee6d1/mzl.yligequh.png/230x0w.png,,Games
YesNoGame,https://apps.apple.com/us/app/yesnogame/id1499190826,,,,"誰が押したかわからないから、みんなの本音が覗けちゃう！パーティーや合コン、友達同士でも盛り上がるYesNoゲーム！※音を出したほうが盛り上がります【利用シーン】　質問に対するYes、Noの答えの人数を発表して、場が盛り上がります。　普段は聞きにくい質問をして、みんなの本音を聞き出しちゃいましょう！　　友達同士でも、職場の仲間同士でも、合コンでも！　　様々なシーンに使える定型質問盛り沢山！　例えば次のようや質問をします。　　実は気になる人がいる人？　　嫌いな上司がいる人？　　　　実は隠していた秘密がある人？　このような聞きにくい質問の答えも匿名で発表して盛り上がれるゲームです。【機能】　・１００以上の定型質問を利用シーン毎に収録！　　　〜友達同士編・職場編・合コン編〜　・うれしい質問ランダム作成機能搭載！　・タップする手の位置でどっちを押したかがばれないように、50％の確率でボタンの位置が変化！【使い方】　１.Yes/Noで答えることのできる質問を入力または選択します　２.Yes、Noどちらかのボタンを押す　３.次の人に携帯を渡す　４.全員質問が質問に答えたら「結果発表」ボタンを押す【免責事項】　・本アプリのご利用は自己責任でお願いいたします。　・本アプリを使用してのトラブル等に製作者は一切の責任を負いません。
",Kouta Ninomiya,32.6 MB,English,12+,Free,"Feb 20, 2020",https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/6a/9f/49/6a9f49da-9f96-e2e1-43f0-84d007c50213/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.jpeg/230x0w.jpg,,Entertainment
YesSir,https://apps.apple.com/us/app/yessir/id771609442,3.3 ,6,,"YesSir is a turn-based artillery game  aiming  at the defense of  your country against fearsome invaders. YesSir provides a single player campaign and a multiplayer mode.Leading  a tank, you need accuracy and strategy to blow up enemies before being killed.Evolving in a destructible environment where both falling and weapon fire cause damage. Be careful, wind magnitude often changes and affects the ballistics of shot.Challenge your friends and people around the world during fierce games in online multiplayer mode (up to 4 players)! In single-player mode, more cities you clear, the more you earn money in order to buy new weapons, small missiles to thermonuclear weapon through laser and napalm and the more you become powerful in online battles!Unfortunately for you, your enemies are improving and leveling up gradually during the game, becoming so quite more efficient !Test your skill : aim with a good judgement of distance and strategy to liberate your country!Game inspired by Tank Wars by Kenneth Morse (1990).
",Gwenn Guihal,38.2 MB,English,9+,$1.99,"Sep 2, 2015",https://is1-ssl.mzstatic.com/image/thumb/Purple3/v4/30/3f/50/303f5001-879c-4b95-4580-ac01c9fd25af/mzl.gtzmdlyo.png/230x0w.png,,Games
Yesterday,https://apps.apple.com/us/app/yesterday/id518587250,2.9 ,30,,"The first thriller by the indie studio that created the million-selling RUNAWAY saga!A psycho is killing beggars alive in New York. A Y-shaped scar forms in the hands of seemingly unrelated people. The press and the media just don't care, so Henry White, a young NGO volunteer, will be the first to investigate the crimes with his friend Cooper.  They are two of the three playable characters in Yesterday, the third being none other than the enigmatic John Yesterday, who is dragged into this twisted plot after his memory is completely wiped.How far will you go to find out who John Yesterday is?FEATURES● An adult, noir thriller full of unexpected twists and turns.● A magnificient visual style that mixes videogames, movies and comics.● An innovative interface based on innumerable blow-ups. A perfect game for your tablet!● Useful and well-designed help for players, via a hotspot marker and text hints.● A rich musical score that not only fits but also enhances the story.● A storyline full of discrete references and tributes to movies, series, games, music and novels.● Included languages: English, French, German, Spanish, Italian.PRESS QUOTES ""An experience you'll be unlikely to forget."" - Joystiq ""With all the polish of a major, mainstream release, Yesterday is not a game to be missed."" - Gamezebo IMPORTANT NOTECompatible only with iPhone 4, iPod 4, iPhone 4S, iPad, iPad 2, new iPad.Minimum required : iOS 5. You should update your OS to enjoy the game.-------------------------------About Pendulo Studios------------------------------pendulo-studios.comfacebook.com/pendulostudiostwitter.com/pendulostudios------------------------------About Numeric Pipeline------------------------------http://numeric-pipeline.com
",Numeric Pipeline,1.6 GB,"English, French, German, Italian, Spanish",12+,$6.99,"Sep 5, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/31/8e/fc/318efcfc-7158-b53f-ad27-83ad186be1e3/mzl.eplhibta.png/230x0w.png,,Games
Yesterday Lite,https://apps.apple.com/us/app/yesterday-lite/id570933206,4.1 ,40,,"The first thriller by the indie studio that created the million-selling RUNAWAY saga! A psycho is killing beggars alive in New York. A Y-shaped scar forms in the hands of seemingly unrelated people. The press and the media just don't care, so Henry White, a young NGO volunteer, will be the first to investigate the crimes with his friend Cooper. They are two of the three playable characters in Yesterday, the third being none other than the enigmatic John Yesterday, who is dragged into this twisted plot after his memory is completely wiped. How far will you go to find out who John Yesterday is? FEATURES ● An adult, noir thriller full of unexpected twists and turns. ● A magnificient visual style that mixes videogames, movies and comics. ● An innovative interface based on innumerable blow-ups. A perfect game for your tablet! ● Useful and well-designed help for players, via a hotspot marker and text hints. ● A rich musical score that not only fits but also enhances the story. ● A storyline full of discrete references and tributes to movies, series, games, music and novels. ● Included languages: English, French, German, Spanish, Italian. PRESS QUOTES ""An experience you'll be unlikely to forget."" - Joystiq ""With all the polish of a major, mainstream release, Yesterday is not a game to be missed."" - Gamezebo IMPORTANT NOTE Compatible only with iPhone 4, iPod 4, iPhone 4S, iPad, iPad 2, new iPad. Minimum required : iOS 5. You should update your OS to enjoy the game. ------------------------------- CURIOUS? More info on: ------------------------------- pendulo-studios.com facebook.com/pendulostudios twitter.com/pendulostudios http://numeric-pipeline.com
",Numeric Pipeline,1.6 GB,"English, French, German, Italian, Spanish",12+,Free,"Feb 2, 2018",https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/70/81/4b/70814be3-cf81-29ce-7027-48c6118b383b/mzl.eobxsilp.png/230x0w.png,Yes,Games
Yesterday Origins,https://apps.apple.com/us/app/yesterday-origins/id1255966210,4.3 ,44,,"***To celebrate the release of Yesterday Origins, for a limited time only, you can get up to 33% off the game!***DISCOVER A VISUAL STYLE ADVENTURE GAME AND ORIGINAL STORYLINE, TOUCHED BY THE UNIQUE DARK HUMOR THAT MADE PENDULO STUDIOS' SUCCESS, CREATORS OF THE RUNAWAY SERIES!Solve puzzles and immerse yourself in a challenging quest full of unexpected turns!--------It's 1481. You play a young John who is publically humiliated and dragged through the street. Under suspicion of witchcraft, he is imprisoned by the Spanish Inquisition to be tortured.Later, he undergoes an alchemical transformutation making him immortal. But not everything goes to plan. As a result, after each resurrection, John completely loses his memory.500 years later, in the present day, John is living in Paris with Pauline, his immortal partner. Together they are searching for an artefact that is needed to reproduce the ritual so John will never forget who he is again. During their investigation, they will have to solde mysteries from the past and face dangerous protagonists who want to steal their secrets... Join immortals John Yesterday and Pauline Petit in Yesterday Origins. Experience an epic adventure through time and across the world in a story full of intrigue and unexpected twists.FEATURES:* Pendulo Studios: over 20 years of story driven adventure gaming experience* An original storyline through different time periods: medieval and modern * An adventure mixing several genres: investigation, thriller, history and the occult* A violent and mature plot* Dark offbeat humor* Gorgeous digital environments paintings* 3D graphics boost the good old ""Pendulo's touch""* A beautiful original soundtrack* Fully dubbed in EnglishWho said Immortality was eternal?----------Follow us on social networks:Facebook: facebook.com/microids/Twitter: twitter.com/Microids_offInstagram: instagram.com/microids_official/
",Microids,2 GB,"English, Dutch, French, German, Italian, Polish, Russian, Spanish",17+,$0.99,"Nov 6, 2017",https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/06/8d/e7/068de74c-2152-92ec-48cb-0a5f78ad5a7c/mzl.pznnbqnd.jpg/230x0w.jpg,,Games
Yesterday!,https://apps.apple.com/us/app/yesterday/id1193522286,5.0 ,1,,"**1st Prize of Best Game Creative Award in the 7th China Game Developers Awards****Excellent Indie Game**How many steps do I need to meet you and not to miss you?Yesterday! is a 3D Puzzle Game about the philosophy of love and encounter.Space is independent, time is irreversible. The encounter in life, however, is so amazing that it makes everything colorful.Yesterday! is not about a story of one couple, it tells story of every couple.[Gameplay]The core gameplay of Yesterday! is based on magic cube. It tells a story of ‘finding him’ from a girl’s perspective. Players will play as the girl in game. They can move on connected cubes on a same plane, or rotate cubes based on where the girl stands. Objective is to approach the illusion of the girl’s beloved boy.Players will receive an item with a piece of memory at the end of each level. All the items together tell a story, in which players may see themselves.[Main Features]* Seven chapters in total. Each of them is designed under a specific topic about love and follows a different play-style and art design based on that topic!* Yesterday! integrates the difficulties of real-life relationship, such as the different modes of thinking and the struggle of long-distance lovers, into game. Different players may find different stories in game based on their own understanding!* Easy to play! Click to move the lovers. Rotate to change the shape of magic cube or view. Everyone can enjoy it!* Multiple fun! Players can both experience the moving story and enjoy puzzle solving!* Great art design! Graphics based on plane 3D low poly design. Beautiful scenes!* Pay once for all! Play as much as you want forever![Contact us]Facebook: https://www.facebook.com/YouzuStars Twitter: @YouzuStars Email: youzustarscs@icloud.comWebsite: https://casual.gtarcade.com We will take each single voice seriously! Thank you for your support!
",Youzu Stars,287.7 MB,"English, Japanese, Simplified Chinese, Traditional Chinese",4+,$2.99,"Apr 20, 2017",https://is3-ssl.mzstatic.com/image/thumb/Purple117/v4/54/68/6a/54686acc-2af2-d5ef-b8b7-2d0e7ac775fb/mzl.vuisjzlp.jpg/230x0w.jpg,,Games
Yet Another Bird Game,https://apps.apple.com/us/app/yet-another-bird-game/id633108037,5.0 ,2,,"Save the poor little birdies from the menace of Current-X.What do birds do in their free time? Hang out on electrical cables, of course! The warm, fuzzy current beneath their feet stimulates their mind and soothes their soul. But what if someone comes along and takes it all away?Yet Another Bird Game is an arcade survival game where you navigate birds around electrical cables to prevent them from getting zapped. With the all new version 2.0, we are taking this bird lovin' adventure to a whole new level. Protect the birds, eat candies, complete objectives to upgrade the bird and candies to score even more and beat your friends for the bragging rights!It may be yet another bird game, but you haven't seen anything like itKEY FEATURES- 6 unique birds, each with its own advantages and disadvantages- Collect candies for extra points and boost- Complete challenges to earn eggs and upgrade your birds and candies- Beautiful Retina Graphics and cute birds that you will fall in love with- A challenge worthy of competing with your friendsCOMPATIBILITYThe game supports iPhone 4S or above, and iPad 2 and above. For optimum performance, please run the game on iPhone 5 or above, and iPad 3 or above
",SuperSike Games,38 MB,English,4+,Free,15. Dez. 2015,https://is5-ssl.mzstatic.com/image/thumb/Purple69/v4/d9/7a/a1/d97aa176-19e1-9035-9f96-f883d5278e12/mzl.lnwzsiip.jpg/230x0w.jpg,Yes,Games
Yet Another Classic Sudoku,https://apps.apple.com/us/app/yet-another-classic-sudoku/id1505401041,5.0 ,1,Logic Number Puzzle,"Train your brain & problem solving with Classic Sudoku Puzzle! Sharpen your brain by solving this classic number puzzle games on your whenever, wherever you want. Enjoy our clean design that will help you focus on the game with no distraction.  Everyone around the world loves this classic Japanese number puzzle because it helps you to think logically. The best part of our game is there is not calculation and counting! You only need to place the numbers on their place to solve the puzzle. Our game is FREE so why don’t you try it now? HOW TO PLAY CLASSIC SUDOKU NUMBER PUZZLE? You will see a 9 x 9 board that is divided into 9 3x3 squares. Your task is to place number 1 – 9 on each grid. You should not repeat the number oon each column, row, and 3x3 grid. You will see some numbers already placed on the board to give you clues. Easy sudoku have more clues on it. The Insane level will have only very few clues. The challenge is how to fill up all the grids with the clues you have. If you claim you have a high IQ, we are sure you can easily solve the Hard or even Insane Sudoku level! This number puzzle is a very addictive game! That’s why you will see newspaper carrying daily sudoku games. Of course the number of sudoku puzzles is limited while you can play unlimited number of sudoku puzzles with our app. You may have heard about another Japanese game called Kakuro. Sudoku is also from Japan and will also improve your problem solving skill.  FEATURES OF CLASSIC SUDOKU PUZZLE – PLAY SUDOKU GAME FOR FREE: - Train your brain every day by playing Sudoku - Modern, minimalist design that is also relaxing- Use Hints to provide you with random answers when you’re stuck. - Start with Easy level and move to the Hard or even Insane level! - No need to count or calculate numbers. Just place them correctly. - Test out different strategies to solve this puzzle. Four Level of Difficulties: - Easy Level- Moderate Sudoku- Hard Sudoku- Insane Sudoku LevelEvery beginner should start with the Easy level to understand the game first and find out the best way to solve it. The moderate level is great for casual players who understand the game and who only want to spend time solving simple brain teasers. If you want to challenge your logic, move on to the Hard level and see how long it takes to solve it. Keep playing and try to finish every level as soon as possible. But of course, it’s better to be right than to be fast. Classic Sudoku, like other puzzles and brain-teasers, takes time to understand and master. Once you know how to solve it then you can complete harder and harder puzzles.  Our Sudoku game is pretty lightweight so it won’t take too much time to download. If you’re ready to face our challenge let’s download and play Sudoku FREE now!---We hope that you enjoy the game. Could you help us out? We need your support in form of rating and review. It only takes a few seconds to rate and review our game and it will help us tremendously.
",Daniel Mueller,65.3 MB,"English, German",4+,Free,"Jul 12, 2020",https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/78/76/41/78764102-f6e0-7f14-48c8-fe9872f56198/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Yet Another Pointless Sudoku,https://apps.apple.com/us/app/yet-another-pointless-sudoku/id1528026273,,,Improve your brain!,"Right from Japan, classic time killer – Sudoku!Perfect game for travel, waiting time, or for a relax.There’s no need anymore to buy expensive sheets, when you have everything you need in your phone!Game’s task is to fill empty cells with digits in the way that no digit would be multiple times in the same row, column, or highlighted 3x3 square. You will be suprised, how your mind would improve!App Includes:\.\ Thousands of sudoku’s board, in different  difficulty; /./ Many hours of great time :D\.\ Unique app style, including dark and light mode;/./ Chance to improve your brain!\.\ Saving mode – stop playing and come back to game at any moment!/./ Many useful tools allowing to comfortably solve riddles   ~~App works even in offline mode!~~Project will be continuously developed, please wait for the future updates!!!
",Lukasz Brzezinski,39.3 MB,English,4+,Free,"Sep 15, 2020",https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/43/d7/4a/43d74a28-6d0f-507a-f473-8e3066bb52e5/AppIcon-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,,Games
Yet Another Spaceshooter,https://apps.apple.com/us/app/yet-another-spaceshooter/id949662362,3.0 ,2,,"Simple, endless space shooter:Navigate your spaceship through the increasing number of enemies just by touching the screen. Collect extras and try to survive as long as possible. Share your score with your friends, using Facebook, Twitter, GameCenter or Mail and challenge them.Probably not one of the best games available in the AppStore, but developed completely in my spare time as a hobby project. Please let me know, if you have ideas how to improve the game.If you want to know how to develop a simple game like this, check out my tutorials at: http://developerplayground.netA link is available inside my App.
",Stefan JOSTEN,39.6 MB,"English, German",4+,Free,"Nov 21, 2018",https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/dc/a0/97/dca0974f-6610-3ea0-b1f3-29cc9fd2906a/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/230x0w.png,Yes,Games
Yet another Tic Tac Toe,https://apps.apple.com/us/app/yet-another-tic-tac-toe/id1508019020,,,,"(Yet another) Tic Tac Toe (or Circles and crosses) is a well known game for two players. The player who succeeds in placing three of their marks in a horizontal, vertical, or diagonal row wins the game.With this app, it turns into a game for single player (to play against your iPhone) or traditionally for two players. In single player mode, you will be playing against very intelligent opponent - it's not just random taps! Many interesting and attractive skins. Four difficulty levels. Clean and intuitive user interface.
",Dejan Antanaskovic,55.1 MB,"English, Serbian, Spanish",9+,Free,"Apr 15, 2020",https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/ab/70/ae/ab70aefe-3411-993b-ad1d-0654d1ed9a15/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/230x0w.png,,Games
Yeti - Education games 4 Kids,https://apps.apple.com/us/app/yeti-education-games-4-kids/id1198305125,5.0 ,1,Gamebox for toddlers,"This interactive learning app is aimed at children age 3-8 yrs.The Yeti caves contain different tasks that are designed to boost concentration, co-ordination, reasoning and fine motor skills. The hand drawn illustrations are extremely age appropriate for a playful, child-friendly introduction to the use of a digital medium.This app is designed to allow for organic and natural game flow so that text explanations are not necessary, making it suitable even for very young children. During the app programming process, we made sure that game play is not overwhelming or stressful for the children.The game has been test played by children of various ages and received enthusiastic reviews!We hope you and your child enjoy our game and would love for you to give us your best score in the App Store!CONTENTSThree different caves with lots of things to discover. Find the secret game hidden in each cave!Game 1: Ice xylophone with Yetti / recognizing sounds, copying melodies, memory trainingGame 2: Cooking with Goat / recognizing and assigning colours Game 3: Playing memory with Yotto / recognizing shapes, finding pairsHIGHLIGHTSDeveloped by parents for their own childrenCompletely ad freeNo in-app purchasesUnique game play and designHand drawn 2D illustrations and animationsEnjoyable and atmospheric sound effectsIntuitive game playTHE GAME PROMOTESRecognizing shapes, sounds and coloursFine motor skillsCoordinationMemoryReasoningLogical thinkingMedia competence
",Bianca Ackermann,536.4 MB,English,4+,$1.99,,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/a2/b5/41/a2b541d0-4648-43b7-dbe6-079e7af435be/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/230x0w.png,,Games
Yeti Adventure,https://apps.apple.com/us/app/yeti-adventure/id1241645931,5.0 ,1,,"Yeti Adventure Games is funny number you must to keep the drop number. Do not get anything without 0-9 number.
",Weerakiat Sripunyadech,10.3 MB,English,9+,Free,,https://is3-ssl.mzstatic.com/image/thumb/Purple127/v4/3f/dd/88/3fdd88ae-9ba2-4971-3cd2-0d2315a723df/pr_source.png/230x0w.png,,Games
Yeti Dress Up: Bigfoot Little Pet,https://apps.apple.com/us/app/yeti-dress-up-bigfoot-little-pet/id1203278015,5.0 ,4,,"Yeti free games with bigfoot. Dressup and makeover of a virtual pet - the Yeti! Game for babies, girls and boys! Dress up games for girls & kids free! Rescue and care for your new friend! Say Hello Yeti! Cute & Fun games for free! Girls craft! My little pet - Yeti. Change clothes (fashion), visit other pets (multiplayer), wash your pet when dirty, play with it when sad or bored (minigames). Take it to the pet vet (pet doctor) when sick! You can customize your pet with dress up and make up minigames and design and decorate its home with lots of different kinds of furniture, wallpapers and accessories! Take your pet to pet salon! Cute little pet - yeti - the new level of pet games! Play pet house decoration mini games! Dress up and make up! Virtual pet on your phone and tablet. Check out your friends’ pets! Create an awesome pet story! Decorate pet’s house! Customize your pet! Adopt a cute little baby yeti and enjoy countless hours of exciting and fun gameplay. With life-like emotions, stunning graphics and fluent animations it will feel just as if your baby yeti is real, and you will hopefully love him just like a real pet. See how your pet grows! Feel lonely, do you need someone to love? Then download this adorable baby Yeti and start loving and caring for him today! Do you have what it takes to adopt, love, play, dress up, teach, clean and decorate your Yeti and his little home? Bored of girls craft and home decorating games? Don’t have fun playing “princess dress up makeover red carpet games”? Try Yeti: Bigfoot is My Little Pet. Baby yeti care! Your littlest friend wants a hug! FEATURES:Makeup and dress up minigamesRed Carpet makeover modeCare and play with your baby Yeti Bigfoot!Visit your friends’ pets! Create a birthday party for your baby yetiGirls craft mode Pet Sim - pet animal simulatorCrafting and building modeWedding dress up modeRed Carpet minigame
",Tiny Dragon Adventure Games Sp. z o. o.,160.2 MB,English,4+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple111/v4/94/ca/13/94ca13f1-945d-98e2-c020-58eebf60b8e1/pr_source.png/230x0w.png,,Games
Yeti Evolution - Endless crazy challenges,https://apps.apple.com/us/app/yeti-evolution-endless-crazy-challenges/id1203698273,5.0 ,1,"Click, Play, Enjoy","Have you ever played with a funny yeti ? It' now possible due to this game.Complete crazy clicker challenges! The more you play with these monsters, the more they will become amazing funny monsters. Click the download button immediately for free and start an incredibly adventure!
",Tic Toc Pocket Games,194.5 MB,English,4+,Free,3 Aug 2017,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/f1/71/83/f17183d9-07cb-a9ce-03e3-addfd9d89234/mzl.hfcthivn.png/230x0w.png,Yes,Games
Yeti Extreme Motocross,https://apps.apple.com/us/app/yeti-extreme-motocross/id1066285566,,,,"We offers you this awesome motocross adventure game called "" Yeti Extreme Motocross"". As the mythical creature Yeti you will have to pass through difficult levels ahead of you to reach his destination in the new home! Passing over huge gaps and deadly spikes will be possible only if you manage to jump at the right time! Be careful as timing is everything in this motocross handling game.Do not be discouraged if you fail a few times, as you learn the level puzzles with the spikes and gaps it will get easier to pass.Share this awesome game with your friends and see who can beat the game in the fastest time possible!
",Sergiu Campan,26.2 MB,English,4+,Free,"Jan 15, 2016",https://is5-ssl.mzstatic.com/image/thumb/Purple49/v4/0d/28/15/0d281546-0104-b243-3889-fd9189d94556/pr_source.jpg/230x0w.jpg,,Games
Yeti In The Plane,https://apps.apple.com/us/app/yeti-in-the-plane/id1448202227,,,,"Download Yeti in the Plane now for free!▶ ARE YOU READY FOR THE PLANE CHALLENGE?Guide your Yeti through the desert of thorn and other obstacles to reach the destination.▶ ENDLESS FUN AND EVEN MORE PLANESSounds easy, doesn’t it? Well it isn’t! You can play with over 3 different Planes.▶ IMPRESSIVE GRAPHICS & CHALLENGING GAMEPLAYYeti in the Plane features new graphics  . To raise the fun, your plane is flying through an awesome new world of desert. Yeti in the Plane is completely free to play. Either way, get ready to go through the  desert of thorn.
",Prabin Hirachan,53.8 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/dc/8d/9a/dc8d9af4-5a2d-a01f-605c-2840784525a7/AppIcon-0-1x_U007emarketing-0-85-220-6.png/230x0w.png,,Games
Yeti Madness,https://apps.apple.com/us/app/yeti-madness/id1198329459,,,,"The Eskimo is exploring for treasure and has accidentally woken up the Yeti.... Now the Yeti is mad and is throwing snowballs and using devious traps to chase the Eskimo away.  Avoid the snowballs and collect the treasure (coins) to complete each level.Earn power-ups to help survive against the snowball onslaught.
",FrankenBacon Studios,42.7 MB,English,4+,Free,"Sep 18, 2018",https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/27/2a/54/272a5404-5f51-8e55-ba1c-ac0984f70029/AppIcon-1x_U007emarketing-85-220-3.png/230x0w.png,,Games
Yeti Monster 3D Hunting Game,https://apps.apple.com/us/app/yeti-monster-3d-hunting-game/id1492507259,4.5 ,35,Hunting Bigfoot and Sasquatch.,"Media claimed sighting of Yeti who repeatedly kills the people in dark forests.Many people have tried to kill but Yeti survived.So,if you wanna kill him then equip yourself with traps and Guns.Play as a Yeti Hunter in this Hunting survival game.
",Muhammad Zeeshan,268.9 MB,English,17+,Free,"Apr 15, 2020",https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/4d/94/41/4d944157-6d3d-1de0-3e7e-aac1e6208e4a/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,Yes,Games
Yeti On Furry,https://apps.apple.com/us/app/yeti-on-furry/id699099874,3.0 ,1,,"Unleash the yeti’s fury on completely crazy climbers in a hilarious tower defense in 3D... and fur.Confront an onslaught of insane climbers - from the most stupid to the most vicious - all of whom have special tricks for reaching the top of the mountain: tunnels, ziplines, even teleporters!With simplified touch gameplay, use your incredible super powers to defend your lair from the climbers! Sneezing, triangle concert or the Yeti’s fist of vengeance: no holds barred!Are you ready to freeze some climbers?Game features:3D cartoon graphics;100 missions with  increasing degrees of difficulty;Fight with 4 powers, each with 6  upgrade levels: snow, fire, electricity and the fearsome offbeat upgrade;Unleash 3 incredible super powers: the gigantic sneeze, the triangle concert and the fist of vengeance, which will clear the map of all the vermin at the crucial moment;Get 4 types of bonus, boosts and daily rewards for yet more fury and to retrieve the Yeti’s undies;Unlock 12 achievements and prove to your friends that you are the terror of the Himalayas by dominating the ranking!
",Advanced Mobile Applications Ltd.,82.3 MB,English,9+,Free,"Nov 11, 2014",https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/11/fb/77/11fb7730-6580-1d20-ceb6-53fe344ab368/contsched.atoyjsnl.png/230x0w.png,Yes,Games
Yeti Pie,https://apps.apple.com/us/app/yeti-pie/id1016577801,4.2 ,106,Based on a True Story,"Transport your stolen pizza through the woods. Don't drop it!Bigfoot, Sasquatch, Yowie, Yeti... whatever you call them, you know what they are, and you're probably aware that they steal food, such as a pie cooling on a windowsill.Yeti Pie is the adventure the stolen pies take through the forest. Play by yourself to relax, or sign in to Game Center and out-pie your friends.
",Joe Macirowski,75 MB,English,4+,Free,12 mars 2018,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/5c/6b/18/5c6b1861-ca99-fc1c-dbf1-2585a2b5b77f/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-5.png/230x0w.png,,Games
