Quarked! Quiz,https://apps.apple.com/us/app/quarked-quiz/id1246764802,,,,"Test your knowledge of the subatomic world! From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org

","KU Center for Technology Commercialization, Inc.",23.9 MB,English,4+,Free,14-Aug-17,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/79/e0/19/79e019ec-ae1d-a3eb-8450-5b5c938ff07b/mzl.njjbwvbn.png/230x0w.png,,Education
Quarked! Rummy,https://apps.apple.com/us/app/quarked-rummy/id1239197292,,,,"Play rummy with subatomic particle cards! From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org
","KU Center for Technology Commercialization, Inc.",25.2 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple117/v4/b0/d6/75/b0d675c5-0474-57fc-33ae-a9d2bf329d57/pr_source.png/230x0w.png,,Education
Quarked! Shape Sleuth,https://apps.apple.com/us/app/quarked-shape-sleuth/id1112638636,,,,"Figure out what shape the invisible object is by bouncing soccer balls. From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org
","KU Center for Technology Commercialization, Inc.",58.7 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple30/v4/4f/93/e0/4f93e0ce-43c3-d2af-1b4e-ee1a3d94efbf/pr_source.png/230x0w.png,,Education
Quarked! Subatomic Match,https://apps.apple.com/us/app/quarked-subatomic-match/id1246743319,,,,"Match each of the different characters with their quark flavor alter egos! From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org

","KU Center for Technology Commercialization, Inc.",26 MB,English,4+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple127/v4/88/88/85/888885c0-dd80-f9f8-2892-c4d61393a6f5/pr_source.png/230x0w.png,,Education
Quarked! Tracker,https://apps.apple.com/us/app/quarked-tracker/id1439361134,,,,"Shoot charged particles through different magnetic fields and determine the paths of the particles in three levels of increasing difficulty. From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org
","KU Center for Technology Commercialization, Inc.",26 MB,English,4+,Free,,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/0a/87/58/0a87588e-445b-864c-0790-6cb819ab5736/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/230x0w.png,,Education
Quarked! Word Search,https://apps.apple.com/us/app/quarked-word-search/id1246786534,,,,"See if you can find the words about the Subatomic Universe. From the Quarked! Adventures in the Subatomic Universe project: www.quarked.org

","KU Center for Technology Commercialization, Inc.",23.1 MB,English,4+,Free,10-Aug-17,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/57/cb/51/57cb517e-cbaa-0e4b-1007-082bab20eef9/mzl.dnavykvt.png/230x0w.png,,Education
Quarks Galaxy,https://apps.apple.com/us/app/quarks-galaxy/id1258580409,,,,"Go on an adventure with the Quarks! Visit surprising planets with Max, Bob, Lola, Orbit and Harry and complete fun puzzles. Earn gold stars with every puzzle you complete. Collect all jigsaw pieces on a planet to fill your trophy book.
Maybe you've already played the PuzzleLife Quarks magazines? Like the puzzles in the magazines, the games in this app are fun, adventurous and clever.

Puzzles you will find in this app:
• Unlock; a challenging puzzle full of calculations
• Patchwork; move all the pieces to the correct position to complete the picture
• Tectonic; fill the grid with all the correct symbols
• Layout; place all the pieces correctly without any of them touching
• Barricades; move all the pieces out of the way to open up the exit

Features:
• Free to download
• A safe, playful environment
• Can be played offline, so no internet connection required during play
• Educational fun


      more
    
",Keesing Media Group B.V.,167 MB,"English, Danish, Dutch, French, German, Spanish, Swedish",4+,Free,1-Nov-18,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/af/70/03/af700381-f83a-514f-d44a-47958c0eb40e/AppIcon-1x_U007emarketing-85-220-9.png/230x0w.png,Yes,Education
Quarks Game,https://apps.apple.com/us/app/quarks-game/id909032007,5,1,,"Tap the color that is described at the middle. You can choose between relaxed and fast paced mode. See how many colors you can match. Compare your score with your friends with Game Center integration.
","The Bridge Language Learning Solutions, Inc.",5.4 MB,English,4+,Free,24-Feb-15,https://is1-ssl.mzstatic.com/image/thumb/Purple1/v4/2c/c6/48/2cc6484c-cd3f-31f7-3dab-8acc0313a235/pr_source.png/230x0w.png,,Games
Quarry Driver 3: Giant Trucks,https://apps.apple.com/us/app/quarry-driver-3-giant-trucks/id1233084729,4.5,280,,"You think you know everyting there is to know about driving? Quarry Driver 3 will make you think again! This third installment in the unique parking simulator series puts you into shoes of a mine worker. You will drive the biggest, most demanding vehicles known to men. They're heavy, they're powerful, they can hold their own in the most uninviting terrain!

With 50 different mission, the game will let you explore an environment unlike anything you're used to. Steep slopes, sharp turns and unpredictable terrain will demand your full attention, all the time. Give it your best and prove yourself as a driver capable of anything!

10 POWERFUL TRUCKS
Quarry Driver 3 is no place for meager cars. Each and every one of the available vehicles is an unstoppable force that you will get to control. Wheel loaders, excavators, crushers, offroad trucks - you name it, we have it!

DEMANDING COURSES
All of the missions take place in a quarry mine. This means there are no easy to drive roads with wide lanes. You will have to watch carefully and adapt to the situation.

REALISTIC GRAPHICS
The whole environment comes to life thanks to beautifully rendered environment. The quarry you'll be exploring looks busy and worked in.

FREE TO PLAY
The Main Game Mode is 100% FREE to play, all the way through, no strings attached! Extra Game Modes which alter the rules slightly to make the game easier are available through optional In-App Purchases. Each mode has separate leaderboards to make for totally fair competition!

GAME FEATURES
▶ IMPRESSIVE CAR COLLECTION : Drive 10 Awesome Cars
▶ PRO PARKING MISSIONS: Huge campaign to beat, earn in-game money for your progres
▶ 100% Free to Play Missions
▶ CONTROLS: Buttons, Wheel, Tilt & MFi Game Controller Support
▶ CAMERAS: Multiple cameras including First Person view for full immersion
▶ iCLOUD: Supports play between your devices & automatic progress backup with iCloud


      more
    
",Play With Games Ltd,278.8 MB,English,4+,Free,12-May-17,https://is2-ssl.mzstatic.com/image/thumb/Purple122/v4/97/0e/b7/970eb7c7-07db-0ab9-49db-f2ba2f439732/pr_source.png/230x0w.png,Yes,Games
Quarry Pines Golf Club,https://apps.apple.com/us/app/quarry-pines-golf-club/id1197525418,,,,"Download the Quarry Pines Golf Club App to enhance your golf experience on the course.This app includes:- Interactive Scorecard- Golf Games: Skins, Stableford, Par, Stroke Scoring- GPS- Measure your shot!- Golfer Profile with Automatic Stats Tracker- Hole Descriptions & Playing Tips- Live Tournaments & Leaderboards- Book Tee Times- Course Tour- Food & Beverage Menu- Facebook Sharing- And much more…
",Gallus Golf,63.8 MB,English,4+,Free,28-Jul-20,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/ec/a3/2d/eca32d1e-5378-e0e1-14a3-fadb514ac0b2/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Sports
Quarry Quest,https://apps.apple.com/us/app/quarry-quest/id1481424143,5,1,The MMGM Scavenger Hunt!,"Quarry Quest is a scavenger hunt game for visitors to the Maine Mineral Museum. Play the game to learn about Maine minerals, miners, and more. Collect all of the items for a chance to take home a piece of an authentic Maine mineral.

How to Play:
Scattered throughout the museum are key squares with secret codes. Enter the code pattern found on a key square or tap the square using the app to unlock items. After you have collected an item, it will appear in your inventory along with the remaining unknown items. Collect all items to win!



      more
    
",Perch,29.1 MB,English,4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/fe/ef/40/feef40a2-ec04-b6f3-1359-381a9759eb27/AppIcon-0-1x_U007emarketing-0-85-220-0-10.png/230x0w.png,,Games
Quart0,https://apps.apple.com/us/app/quart0/id1044665977,1.4,52,,"Quarto is a simple board game, but can be very hard to master.This version has advanced AI opponents.
",Stefan Rasmussen,26.9 MB,English,4+,Free,18-Feb-16,https://is1-ssl.mzstatic.com/image/thumb/Purple49/v4/3b/5b/f0/3b5bf09e-b6e3-e5b0-6fb6-0ef86d3ca34e/mzl.ebagguah.png/230x0w.png,,Games
Quarta,https://apps.apple.com/us/app/quarta/id964483244,5,5,,"Quarta is an original digital board game with a unique generative soundtrack, designed and created by Kennerspiel des Jahres nominated game designer Brett J. Gilbert and musician, software designer and Bloom co-creator Peter Chilvers.

Two players take turns to place tiles, build areas of coloured ‘quarta’s, and claim those areas to control the three colours. Each game lasts only a few minutes, and is played until the tiles fill a 5×5 square. The winner is the player who controls the most colours at the end of the game.

But Quarta is also something more. As you play, Quarta creates a totally unique piece of music – an individual soundtrack for every game – driven by the arrangement of areas built by the players.


""Both challenging to the mind and relaxing at the same time, the perfect form of gaming."" AppAdvice


KEY FEATURES

• Designed for digital: A brand new two-player tile game created especially for iOS.

• Simple, engaging gameplay: Tutorial gets you playing in 60 seconds. A game takes a few minutes.

• Unique generative soundtrack: A new piece of music created every time you play.

• Sophisticated, dynamic AI: In ‘Solo’ mode, players will discover a strong, adaptive AI opponent, which refines its play as they improve and provides a satisfying opponent for even the most experienced players.

• Listen mode: In ‘Listen’ mode players can simply watch and enjoy a unique piece of generative music.


ABOUT THE CREATORS

Brett J. Gilbert (game design & visual design) is a professional game designer. His first board game, Divinare, published by Asmodee in 2012, was recommended by the Spiel des Jahres 2013 jury. Elysium, published in 2015 by Space Cowboys, has been nominated for the Kennerspiel des Jahres award. Quarta is his first digital game.

Peter Chilvers (iOS development & soundtrack design) is a musician and software designer. Best known for creating the iOS apps Bloom, Trope and Scape with Brian Eno, he has also toured with Karl Hyde (Underworld) and recorded a number of albums with vocalist Tim Bowness.


      more
    
",Opal Limited,30.9 MB,English,4+,$1.99 ,1-Jul-15,https://is4-ssl.mzstatic.com/image/thumb/Purple7/v4/52/14/27/52142726-24e3-6c7c-c53e-dc57728b572f/pr_source.png/230x0w.png,,Games
Quarter Divide,https://apps.apple.com/us/app/quarter-divide/id1052066825,5,1,,"Quarter Divide is a simple game can make you crazy and interested in, give you more fun and more challenges, bet you to get high score.Quarter Divide is a new game of Smution.Game Studio. We always want to give the community more interesting and challenging games with amazing and crazy experiences.It is easy to play but it is quite hard to master and get high score. More high score, faster and harder.It is good for you to practice your brain or simply to relax.Sometimes, playing with the numbers is getting crazy. But sometime, you get lucky and you feel amazing.To calculate math simple expressions is not difficult for us, specially division expressions, of course. But sometime, when we are in a pressured context or situation, what use to be easy is getting not easy and they make us confuse. In this case, a calculator is not useful. You don't have time to use calculator.Back to Quarter Divide game. What do we have?We have a division expression or a fraction what drops from the top of the screen. We have a circle in the bottom of the screen what is divided to 4 part, each part contains a candidate of result.So, while the fraction drops, you have to calculate and find out the result, spin the circle to catch the fraction into the right position of the result.The game is difficult to get high score. Thus, you should bet your friend to have more fun and experiences.Just take it easy. Don't get crazy when playing Quarter Divide.Let's download, install, practice some times and invite friends for a contest - who is the best calculator? Best in math does not mean best in Quarter Divide. So just relax.Thank you so much.
",Vinh Kim Tran,101.1 MB,English,4+,Free,24-Nov-15,https://is3-ssl.mzstatic.com/image/thumb/Purple69/v4/8d/a7/f6/8da7f6de-9f23-424d-8c56-33565ddf5825/mzl.rjdjgfjz.jpg/230x0w.jpg,,Games
Quarter Loop Ball,https://apps.apple.com/us/app/quarter-loop-ball/id1037704737,5,4,,"Small ball bird jump over quarter circle color wheel, avoid to crash with other birds. Quarter Loop Ball is a simple free game but extremely hard to get high score. The main actor of this funny game is a cute bird (or chicken ball - if you call that). He can flight and jump when you touch on screen, and his mission is to cross as much as obstacles as he can. One obstacle is a quarter circle cage, a colorful wheel, with a small gap, always rounding to catch our bird hero. And our flappy hero bird does not have only one difficulty, he also has to flap and rush to avoid other birds - that fly cross over his way. You have to touch on screen to make our bird to flap, jump up to go inside a colorful circle wheel via its gap, then jump out when the gaps turn at the top position. This cycle loop again and again, inside, out, inside, out, nonstop. We call this  new game Quarter Loop Ball, and it is so crazy and funny.Quarter Loop Ball is not like Flappy Bird when you have to make the bird fly on a horizontal side, and  avoid clash with green pipe. It is not like Angry Bird when you have to think too much to damage as  much as possible. This funny game use some colorful wheel, quarter circle and vertical side of moving.  Very simple, tiny, light , and total free game. These jumpy birds and circle wheels would make you to be happy and funny every time you play it.Don't dash your phone when playing it, keep calm and enjoy every funny moment with this new game - Quarter Loop Ball - with flappy hero.
",Ha Dong,8.1 MB,English,4+,Free,21-Jan-16,https://is2-ssl.mzstatic.com/image/thumb/Purple69/v4/42/1a/4a/421a4a6c-464b-6337-83b0-4fad8f47132f/mzl.bhfwntse.png/230x0w.png,,Games
Quarterback Challenge 2018,https://apps.apple.com/us/app/quarterback-challenge-2018/id923852632,2.8,4,,"Firmly in the Quarterbacks’ helmet test your accuracy and vision against the world with QB Challenge.Challenge the world with an online score board you can see exactly how you matchup against everyone else!DESCRIPTIONIn this game of skill you will really need to bring the a-game to achieve the high scores. You will be highly rewarded with combo bonuses for stringing completions together. Strategy is the key to big scores - it’s not all about the long bombs!Highly accurate throwing mechanics take away the frustration of flick passing games. You will use a combination of timing, accuracy and power to hit the targets. Progressive difficulty will ensure the challenge of getting the high scores will keep you coming back for more. With every touchdown you score you will be challenged with increasing numbers of defenders and the targets will speed up. Adjust your throws to ensure the ball is not swatted away!FEATURES:• Drive for touchdowns and combo bonuses• Full 3D environment and accurate physics• Online scoreboard will let you see how good you really are!• Accurate throwing mechanics.• Full version supported by adsCONTACT:VISIT/Contact: http://www.trickpie.co.ukFOLLOW: http://twitter.com/trickpieUK*Note - This game is not affiliated with the NFL
",Lee Gaskell,122.8 MB,English,4+,Free,11-Dec-17,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/7c/81/8f/7c818fa7-6f8c-3f7a-90d9-edb168b9e20c/AppIcon-1x_U007emarketing-0-85-220-0-8.png/230x0w.png,,Games
Quarterback Equalizer,https://apps.apple.com/us/app/quarterback-equalizer/id1466779826,4.3,52,,"The Quarterback Equalizer is a game and training tool that will change the way Quarterbacks approach the game! With levels of play from high school to pro, the Quarterback Equalizer will help you improve your Quarterback skills before a rep is taken on the field. You are the Quarterback in this game and every decision you make recognizing what the defense is doing impacts your teams drive towards the playoffs and the championship. You will have your very own coach that will take you through the strengths and weaknesses of each defense in the game.


      more
    
","Equalizer Games, LLC",1.1 GB,English,4+,Free,4-Mar-20,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/51/15/6b/51156bb3-e24c-0292-1ab1-7a7c8d94b7fd/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,Yes,Games
Quarterback Touchdown Target: Win the Big Football Game,https://apps.apple.com/us/app/quarterback-touchdown-target-win-the-big-football-game/id903232636,1.5,2,,"The Quarterback Touchdown Target Game is a challenging, addicting game that will keep you busy for hours! Let's see how good the local football hero is - can you hit all the targets!

Features: 
* Great for all ages
* Amazing graphics
* Universal app supports iPhone / iPad / iPod Touch
* Addictive Gaming 

Download now!


      more
    
","NetSummit Enterprises, Inc.",12.8 MB,English,4+,Free,9-Sep-14,https://is1-ssl.mzstatic.com/image/thumb/Purple3/v4/0b/e1/bc/0be1bca1-7318-db62-54df-dfb39cdeef21/mzl.rmxsmfxv.png/230x0w.png,Yes,Games
Quarterback Zombie Hero,https://apps.apple.com/us/app/quarterback-zombie-hero/id787541337,2.3,3,,"The Quarterback Zombie Hero Game is a challenging, addicting game that will keep you busy for hours! Zombies are overtaking this small town and it's up to the local football hero to pick them off one by one!

Features: 
* Great for Kids or Adults
* Amazing graphics
* Universal app supports iPhone / iPad / iPod Touch
* Addictive Gaming 

Much more to come!


      more
    
","Netsummit Marketing, Inc.",9.4 MB,English,4+,Free,5-Sep-14,https://is1-ssl.mzstatic.com/image/thumb/Purple1/v4/3f/ba/55/3fba550d-e3a5-1c98-b3ce-07c11298317c/mzl.hfcfztqd.png/230x0w.png,Yes,Games
Quarterback: Football Throw 3D,https://apps.apple.com/us/app/quarterback-football-throw-3d/id1479698450,4.5,123,,"Train. Work. Throw. Can you handle the pressure?Tap to begin the throw, tap again to adjust the throwing strength and throw as far as you can! One-tap easy-to-learn controls with stunning visual effects and addictive gameplay mechanics! To become best Quarterback Thrower, upgrade your earnings and earn more on every obstacle destroyed!•	Throw!  Earn! Upgrade!  Repeat until you will be the best thrower in the World!•	Unlock unique items to throw!
","MAENTRUS DIGITAL LAB, PT",222.1 MB,English,4+,Free,17 мар. 2020 г.,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/5b/69/bb/5b69bbc1-112a-7c55-c105-4976d5c9b5a7/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/230x0w.png,,Games
Quarterback: Touchdown Game,https://apps.apple.com/us/app/quarterback-touchdown-game/id1495195731,4.6,627,Run till touch down! 3d Games,"Run and collect teammates to protect your quarterback. Can you make it till the end? Quarterback protect is new fun and addictive game for all ages. Play now and tell your friends!
",Virede,139.2 MB,English,4+,Free,29-Jul-20,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/b6/0b/f5/b60bf51f-f82d-c5b7-f13e-f9d725d9ab40/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,Yes,Games
Quartermaster 5,https://apps.apple.com/us/app/quartermaster-5/id879731050,4.7,240,Tabletop miniature management,"Quartermaster is the management app for tabletop miniature games that knows how to play nice.

As a gamer, you're constantly thinking about new ways to assemble an army, force, or squadron for your favourite miniature games. Now you’ll be ready to draft your ideas whenever inspiration strikes. Share your ideas through Twitter, Facebook, and other social media. And when gaming time comes, you’ll have all your miniatures in order. No more loose pages and scribbled notes!

Quartermaster uses game systems and faction templates created by a community of gamers just like you. You can create and edit your own factions right in the app. The list of games for Quartermaster continues to grow, and currently includes the following tabletop miniature games:
Warhammer 40,000
Horus Heresy
Warhammer Fantasy Battles
Necromunda
X-Wing Miniatures Game
Star Wars: Armada
Kings of War
Fantasy Battles: The 9th Age
Bolt Action
Team Yankee

Quartermaster has been completely redesigned and rewritten from the ground up to bring you the latest technologies and the best user experience.
iCloud syncs your work across multiple devices, and with your Mac or Windows PC.
Share your drafts and factions via email, Twitter, Facebook and more. Why not Air Drop your list to your opponent?
Print or export to PDF: perfect for tournament submissions!

Play nice. Use Quartermaster.


      more
    
",Sean Rogers,13.3 MB,English,4+,$7.99 ,29-Jun-20,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/48/76/c6/4876c615-513d-d5c2-0d69-28581c27df3c/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Entertainment
Quarters - Free,https://apps.apple.com/us/app/quarters-free/id410612139,4.2,6,,"Quarters is the most popular drinking game of all time, and now we present it to you in 3D for iOS!  You can choose from 9 different coins, and play up to 7 people.  The more you play, the more wobbly the camera becomes, so getting the coin in the beer mug gets harder and harder.
","Pangea Software, Inc.",17.8 MB,English,17+,Free,4-Jul-16,https://is3-ssl.mzstatic.com/image/thumb/Purple30/v4/45/49/4e/45494e81-7032-fa60-022e-4a657fd78fb4/mzl.dzzrhofv.jpg/230x0w.jpg,,Entertainment
Quartz Run,https://apps.apple.com/us/app/quartz-run/id806807220,3.8,4,,"You are Quartz. The Evil Granite and his minions are trying to keep you from getting to the surface and showing the world your beauty.

Along the way you find materials to help on your journey.

Collect sunlight as you go to keep your shine strong.

But... be careful, the further you get, the faster you must go!

Tap to jump. Hold for height.


      more
    
",Keely Hill,5.6 MB,English,4+,Free,3-May-17,https://is1-ssl.mzstatic.com/image/thumb/Purple111/v4/4a/65/46/4a65466c-275a-5397-2dd9-c8acda74e38c/mzl.pkmoibfd.png/230x0w.png,Yes,Games
Quasar - Puzzles of the Galaxy,https://apps.apple.com/us/app/quasar-puzzles-of-the-galaxy/id1178027729,5,1,,"If you like matching puzzle games, unleash the tension of the universe with this fun an addicting game!  

Quasar is an exciting new fast-paced casual puzzle game that brings players cool graphics, addicting matching game action, fun animations, awesome space backgrounds, advanced point earnings with super combos. 

HOW TO PLAY
• Connect 3 or more of the same planets to eliminate them.
• The more planets you connect, the more points you'll get!
• Trigger off Time Fever to rack up a whole bunch of extra points and Extra Time!
• Each special Planets like Blackhole has a different skill. 

Can you earn Max points in just sixty seconds? Take a minute and find out! You have the skills; Quasar has the game!


      more
    
",Adem Oktay,68.3 MB,English,4+,Free,2-Jan-17,https://is2-ssl.mzstatic.com/image/thumb/Purple71/v4/e2/4e/9f/e24e9f43-0ff4-d2cb-35fb-77c896085b81/mzl.lwuhvlar.png/230x0w.png,,Games
QuasAR Arena,https://apps.apple.com/us/app/quasar-arena/id1410826405,4.2,5,Augmented Reality PvP Game!,"QuasAR Arena is the latest from Augmented Reality experts HappyGiant. QuasAR Arena allows for incredibly fast pairing between players, and then is a PvP laser tag-like battle game for 2 players, using shields and projectiles. This game is FREE with no In App Purchases or Ads! We hope to add new modes to it soon, and we would love any feedback. Please email us at info@happygiant.com. Post pics and videos online and share on Twitter and follow us at @happygiantar. Thanks for playing the bleeding edge of AR tech!


      more
    
",HappyGiant,299.5 MB,English,4+,Free,,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/ca/a0/8c/caa08c32-7f21-1315-fc04-f04664a4f141/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/230x0w.png,,Games
Quasar Battle Lite,https://apps.apple.com/us/app/quasar-battle-lite/id497328352,3.7,6,,"★★★★★ - ""A classic retro space shooter arcade game that takes advantage of today's modern hardware and features.""The Lite version includes the first 5 levels from the full version available on the Appstore.You can pilot your ship using the inbuilt accelerometer or by using the virtual D-Pad that can be set up for left or right handed play.  If you want to use the accelerometer it is best to start with the device flat on on a 45 degree angle so that you can fly backwards and forwards easily.The story: In 55 years, the planet is running out of natural resources and our world his becoming cold and dark. As the chief pilot for the Intergalactic Resources Corporation your mission is to travel through the Quasar galaxy and collect valuable Quasar gems to bring back to earth, however the local Quasar inhabitants won't give the gems up without a fight. During your mission while collecting the Quasar Gems you can get power ups for your weapons and shields that will help you on your mission but be sure to dodge the enemy fire and destroy the bosses on your journey.The more you play Quasar Battle and the more Quasar Gems you collect the higher your pilot ranking will be as you unlock new ships. Your top 10 high scores are kept so you can see your improvement over time.Quasar Battle is definitely one of those action arcade games where getting your score on the big score board is a must.""This is a cool game and I like it, it plays nice on an iPad and iPhone"" - Mike from Crazy Mikes Apps, Dec 2011.
",Jason Noorman,5.2 MB,English,4+,Free,22-Mar-12,https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/ee/65/c8/ee65c876-b839-c62d-81da-6a980662b6be/mzm.dkymhvhe.png/230x0w.png,,Games
Quasar BattleShip,https://apps.apple.com/us/app/quasar-battleship/id1439426317,,,,"Sink them all! They have cannons, but you have torpedoes! Defeat your enemies and win the war!

",Terrell Bell,20.2 MB,English,4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/f5/14/cb/f514cb53-3bcc-0e3f-07ba-804cf69b2942/pr_source.jpg/230x0w.jpg,,Games
Quasar Phase,https://apps.apple.com/us/app/quasar-phase/id757183886,3,2,Space Battle,"Realtime space battle between two fleets.

Supports up to 16 players at one time in Local Multiplayer Mode.

DeathMatch Mode : Head to Head or play the A.I.
Season Mode : 6 Weeks and Playoffs.

",Enup Games,99.9 MB,English,4+,Free,25-Jul-20,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/bc/36/da/bc36da76-ec8e-df70-fddc-157abd58ebe9/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Quastion On Million,https://apps.apple.com/us/app/quastion-on-million/id1482279207,,,,"Чудо приложение, ПОМОЖЕТ ВАМ развить ваши навыки и знания известных людей! Спортсмены мировые! Картинки классные!
",Anrdei Potapov,52.7 MB,"English, Kazakh, Russian",4+,Free,5-Dec-19,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/2a/f6/e0/2af6e07f-b83b-1c22-51c3-0ef676f83809/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Quation: The fun game of equations!,https://apps.apple.com/us/app/quation-the-fun-game-of-equations/id943894414,5,1,,"Who knew math equations were fun?  The object is to place all the tiles in their correct place to make all the equations true.  Simple, right?  Maybe not as simple as you think!  Try it, you'll be addicted to trying to get all the equations correct within the allowed number of moves.  Earning Game Dots will get you through 10 levels to be a Quation master!Object of Game                     Complete all 10 Levels (50 Game Dots) in the fewest number of moves.  You play by moving the purple tiles to the correct place on the board.  But be careful, there may be more than one way to make an equation correct.  You have to be able get all the tiles to the board and have 5 correct equations!How to Earn Game DotsA Game Dot is earned when you complete a board within the number of moves allowed for that board.  You can see how many moves are allowed at the bottom of the board along with the number of moves you have already taken.  Once the number of moves taken turns red, you have gone over the allowed moves for that board.  You will still need to finish the board to continue on to a new board and try again.
",Lauryn Creations LLC,8.3 MB,English,4+,Free,2015年6月29日,https://is3-ssl.mzstatic.com/image/thumb/Purple5/v4/20/e4/90/20e490e2-817f-941c-a212-5a33f173ba54/pr_source.png/230x0w.png,,Games
Quatrix,https://apps.apple.com/us/app/quatrix/id1132310843,5,1,,"Quatrix is a fusion of backgammon and checkers with a hint of chess and offers hours of challenge, fun, and strategic learning to gamers -- young developing minds and discriminating adults. Different from many new games today, Quatrix respects your intelligence, judgement and skill level, encouraging different avenues of engagement with every outing. Purity of mechanics, multiplicity of maneuvers, and random dice rolls ensure that no two games are ever alike!

Quatrix is a two player board game which you can play on your device with a friend (""Pass and Play"") or with a computer opponent.

The object of the game is to be the first to get your pieces to the other side of the board. There are two types of pieces in the game of Quatrix: rings and discs. When combined they form a 'Pip' (Piece in Piece). All pieces can move forward, backward, or sideways. See the tutorial in the app for more details. The full rules can also be found on our website at www.playquatrix.com.


      more
    
",Evenly Odd,6.7 MB,English,4+,Free,14-Jun-18,https://is3-ssl.mzstatic.com/image/thumb/Purple125/v4/6c/bb/e7/6cbbe74c-4e9d-7a93-e03d-341aab4ec2b2/mzl.panqevik.png/230x0w.png,,Games
Quatro!,https://apps.apple.com/us/app/quatro/id789246889,3.7,3,,"A new puzzle revolution for iPod touch, iPhone and iPad. Quatro! is a more modern adaptation of the wildly popular board game Quarto, invented by Swiss mathematician Blaise Müller. 

The aim of the game is to get four pieces in a row that all have at least one property in common. In this case, one reaches a Quatro. And of course, you should get a Quatro on that board before your opponent does. This may seem simple, but once you dive into the wonderful world of Quatro, you will find that timing is crucial, attention is critical and strategy is key. 

Play against an immensely smart computer (that is also adjustable to dummy-level,) against a friend on the same device or against your friends elsewhere via Game Center, and become a Quatro-master. 

Awesome math facts about the game:
- For the first move (i.e. picking the initial piece) there are 16 possibilities. In the next move this piece can be put on 16 places and one of the remaining 15 pieces can be chosen. An upper limit for the total search space is thus
16. (16.15).(15.14). … . (2.1).1 = (16!)2 = 4.4e26 (this number has a lot of zeros!). A complete check of the board would take a 500 MHz computer 280 billion years.
- The number of distinct Quatro’s in classic mode (only in rows and columns and the main diagonals) is 414298141056 winning Quatro’s, whereas the extreme mode (classic mode + winning positions in squares) holds approximately 18596841216 winning board configurations.
- If both players play optimally, the game will eventually end up in a draw, but I dare say that such a optimal state will never be reached. Just because of the mathematics.

PS: These calculations probably need some sort of check, please contact me if you should find different outcomes!

What I am currently doing to improve gameplay in future versions:
- Multiple themes (Space theme, Sushi theme and more)
- A play-reward system.
- Crazy game variations such as 5x5 boards!

I would love to hear from you, users, what might be improved or what suggestions you might have to increase the Quatro-experience!

Design by SOS Design Studio Hilversum.
Developed by Vincent Roest.


      more
    
",Vincent Roest,92.6 MB,English,4+,$0.99 ,14-Aug-15,https://is3-ssl.mzstatic.com/image/thumb/Purple5/v4/5b/cb/8b/5bcb8bef-8471-243d-4a14-9dac693c3b84/pr_source.png/230x0w.png,,Games
