XGap.io,https://apps.apple.com/us/app/xgap-io/id1405811454,,,Cross Gap,"Press on screen to grow the ladder. The longer you press, the longer the ladder. Try to fit the ladder to cross the gap. If the ladder is too short or too long, you will lose. How far can you go?
","Appulet, Inc",28.2 MB,"English, Simplified Chinese",4+,Free,,https://is4-ssl.mzstatic.com/image/thumb/Purple115/v4/c6/e2/ae/c6e2aee8-24d1-5a16-0f3b-cbb2c46123e6/AppIcon-1x_U007emarketing-85-220-0-6.png/230x0w.png,,Games
XGoo - Go Game World,https://apps.apple.com/us/app/xgoo-go-game-world/id508416256,5.0 ,1,A Classic and Powerful Go App,"Enjoy Go via XGoo anytime,anywhere! Improve between fingertips!• More than 150,000 professional games, thousands of Life&Death problems• Broadcast live games all over the world  • Receive tips from Go-Pattern Search!   • Swipe to switch between multiple games  • Categorized game records and opening styles such as Chinese Fuseki, Cosmic Style如果您想研究中國流的一個新變化,那就在棋盤上擺出基本型,然後點擊搜索,就是 這樣! · 創新的棋形搜索數倍降低資料蒐集成本,數倍提高學習效率! · 搜索“手機圍棋”,XGoo在谷歌、百度、必應上連續4年排名第一位! · 始於2008年,第一款能夠在手機上看直播的圍棋軟體。 · 超十萬棋譜並每日更新,海量職業棋手對局及死活題等。 · 支持同時打開多盤對局,輕掃屏幕切換 ------------------------------detail--------------------------With more than 100,000 kifus played by professionals,The original ‘pattern’ search feature will provides you a much more increased learning efficiencyIf you want to study the variation of Chinese Fuseki, just place the stones and click search!The friendly and detailed interface is simple and easy to use. A specially designed interface in doing Life&Death problems, including auto-resizing board, hint showing and natural displayThe innovatory reformed search feature is not only able to find kifu by names but also to search by patterns, with this function you could check out the moves played by professionals and improve your own strength! Up-to-dated database including thousands life and death problems, Chinese Fuseki, Cosmic style, China League A and more to come.XGoo have been developing ‘Go’ softwares for four years, it is the first Go software that broadcast live games on mobile devices and we are doing our best to make your purchase worth every penny, we read through every feed backs carefully and most importantly we are still developing many new features!
",Yong Yan,29.4 MB,"English, Arabic, Catalan, Chinese (Hong Kong), Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",4+,$6.99,3 May 2020,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/d0/7e/0a/d07e0a3e-1045-ae3a-13c2-77ac5b8e263a/AppIcon-1x_U007emarketing-0-8-0-0-85-220.png/230x0w.png,,Education
"XGoo, The Best Go Game APP",https://apps.apple.com/us/app/xgoo-the-best-go-game-app/id951553997?mt=12,2.8 ,18,We love this game just like U,"XGoo first is a professional player game set , included game 150,000 +, and daily online updates the latest game.XGoo began in 2008, has been committed to providing useful before go software for mobile phones and other mobile devices. Out of love for Apple products, and now finally the Mac version is also developed. Function and experience are still unable to reach iPhone, iPad on the level, and in the coming days we will continue to release new features, I hope you have the opportunity to get all the way to witness!Enjoy Go via XGoo anytime,anywhere! Improve between fingertips!• More than 150,000 professional games• Update daily• 2008-2015,Surpport iPhone/iPad/Mac• Categorized game records and opening styles such as Chinese Fuseki, Cosmic Style
",Yong Yan,8.8 MB,"English, Arabic, Armenian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",4+,$9.99,"May 6, 2020",https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/fd/4a/3e/fd4a3eb7-f09f-6ee5-5ad9-1895792f1aa6/AppIcon-0-85-220-4-2x.png/230x0w.png,,Education
Hong Kong Poker,https://apps.apple.com/us/app/hong-kong-poker/id1264552637,4.5 ,10,,"Hong Kong Poker is a perfect offline version game for everyone. It 's really fascinating game that you can play it anytime, anywhere.Hong Kong Poker is one of the most popular poker card games.You win or lose not only depending on your cards on your hand, but also your thinking and guessing. Your hand may be not strong however you can win if you have a good stragegy and a bit lucky.Let's play and think in Poker.# Features - No need internet connection - All free  - Supporting multi-platform - Friendly and easy to use interface - Vivid sound and graphical effects - Smart bot players Beside, our studio also provide most of popular Vietnamese card games such as: Phom, Ta la, Mau binh, Tien len...# Contact - Visit our official site at http://www.senspark.com - Send your feedback via feedback@senspark.com - Like & follow on https://www.facebook.com/TeamSenspark
","SENSPARK CO., LTD",49.9 MB,"English, Vietnamese",17+,Free,"Jul 16, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/52/cf/2a/52cf2abe-1502-3b13-faee-d7d8e4f725fc/AppIcon-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,Yes,Games
Xiangqi 3D Ads,https://apps.apple.com/us/app/xiangqi-3d-ads/id1329356093,5.0 ,1,Real Battle Chess 3D online,"A light version of ""Xiangqi 3D""Xiangqi (Chinese: 象棋; pinyin: xiàngqí), also called Chinese chess, is a strategy board game for two players. Chinese Chess 3D Animation : Real Battle Chess 3D is meaningful three-dimensional chess , use strong chess engine and LibGDX framework. Combat oriented game mechanics, complete with richly animated game pieces.Featuring:• 3D richly animated game pieces.• 8 play levels• use book• >1000 puzzles game (end game)• Free rotate camera.
",Vuong Tai,99.6 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/e5/c5/67/e5c56716-fcd0-e0a3-c75c-5fdf96c3d3ec/AppIcon-1x_U007emarketing-85-220-3.png/230x0w.png,,Games
Xiangqi Chinese Chess,https://apps.apple.com/us/app/xiangqi-chinese-chess/id1404309075,,,Play Xiangqi Chinese Chess,"- Classical Xiangqi chess game- Strong AI algorithm when play with Computer- Play with time-limited or none- Offline game can be played with two playersHope you enjoy this game.
",Binh An Bui,94.4 MB,"English, Vietnamese",4+,Free,"Jun 18, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/fa/de/4c/fade4ca5-f44c-85d1-b3ef-388c61737fb6/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Xiangqi-wise,https://apps.apple.com/us/app/xiangqi-wise/id365264139,1.0 ,2,,"With Xiangqi-wise you can play Chinese chess. A lot of attention has been paid to the graphics, with the aim to make it look beautiful, without any distracting bling-bling. All moves are animated. You can choose from 3 different sets of pieces.Xiangqi-wise has VoiceOver integration, making it the only mobile xiangqi application which is fully accessible to blind users.PLAYGames can be either for 1 or 2 players, and either with or without a clock. Of course, all the standard features like swapping sides or rotating the board are available. The engine contains a strong opening book.ANALYZEXiangqi-wise contains a separate screen for analyzing positions.  You can try out side variations and return to the main line with a simple double tap on the corresponding move in the move list. You can ask the engine for an evaluation.SETUPYou can setup a position using an intuitive interface. REPLAYLook through the game you just played, and email the game notation, or copy it to the clipboard.Each of these features alone is worth the price of Xiangqi-wise! And regular updates expand the possibilities of Xiangqi-wise even more.Xiangqi-wise is based on the Tjes engine (developed by me in 1996).Enjoy!
",Marcel Nijman,21.3 MB,"English, Dutch",4+,$1.99,"Oct 30, 2017",https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/26/a7/6d/26a76d70-a751-ed76-bc61-37fdb3cd66b9/AppIcon-1x_U007emarketing-85-220-0-9.png/230x0w.png,,Games
Xiao Bao: Boba Energizer,https://apps.apple.com/us/app/xiao-bao-boba-energizer/id1483101322,5.0 ,3,,"Xiao Bao Boba Energizer with the addictive endless running game!Run as quickly as you are able to, dodge the obstacles. Cautious the going in the Asian town! Spontaneous regulates to perform remaining or proper leap in the air to acquire more drinks, thrilling fall to protection!Concern the best report of the position with the people and see the best report in the leader board. Discover stage to obtain additional report multiple. Get knowledge to discover your stage by total missions. The more report multiplier you're, the bigger report you get.Xiao Bao athlete can be a countless Asian town working sport, to be the very best athlete, save your self the drinks and multiply the score. Discover the particular level to obtain additional and more drinks as you can.How exactly to enjoy:Dodge the oncoming limitationsRating numerous relates to the particular levelDiscover stage, obtain knowledge,Get knowledge by total objectivesBest report see in leader boardUnderstand to utilize a brace, update it to boost power-up lengthStrong audio
","BHCN, LLC",105.4 MB,English,4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/90/e8/30/90e830e1-cfcc-67d0-b45d-70c793ec513a/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/230x0w.png,,Games
XiaoMing Find Differences,https://apps.apple.com/us/app/xiaoming-find-differences/id1211206921,,,Spot 2 pictures,"Find 7 differences between two pictures in limit time.Beautiful cartoon interface. Rich level waiting for you to challenge.You can get 35 Gems for free every day, but first make sure your device is on the Internet.
",Wen Chen,140.2 MB,"English, Simplified Chinese",4+,Free,"Jan 10, 2019",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/ff/04/f0/ff04f0cf-61e8-1b04-b73d-d8c892b9cbba/AppIcon-0-1x_U007emarketing-0-85-220-6.png/230x0w.png,Yes,Games
XiaoXiao Energy Gears,https://apps.apple.com/us/app/xiaoxiao-energy-gears/id1512113835,,,,"The factory needs energy to operate, but the elements that maintain the energy connection are lost everywhere in the factory, can you retrieve them all?Use your brain to reconnect the components together!
","Jiaozuo Xinbang Network Technology Co., Ltd.",78.9 MB,Simplified Chinese,4+,Free,,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/39/ee/55/39ee5599-6156-3bfc-2b9b-737bac3ad87a/AppIcon-0-0-1x_U007emarketing-0-0-0-6-85-220.png/230x0w.png,,Games
"XiB Circles, Spheres, Donuts, Cones and Funnels",https://apps.apple.com/us/app/xib-circles-spheres-donuts-cones-and-funnels/id1039653577,4.6 ,20,,"If you have every tried to create a circle in Minecraft, you know how challenging it is to get it right. Making circles, in Minecraft is now made easy. XiB Circles for Minecraft will give you the patterns layer by layer to build spheres, cones, funnels, and donuts in Minecraft with ease.  First choose your shape that you want to build, then select the dimensions. After that XiB Circles for Minecraft will show you layer by layer the pattern for which you will place blocks in your Minecraft world. Here are some of the possibilities you can build using XiB Circles for Minecraft:* A death star* A star ship* A floating island* A blimp* A castle tower* The roman coliseum* A bio-dome* A balloon* Wheels* Planets
",Alexander Culp,46.9 MB,"English, French, German",4+,Free,"May 18, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple122/v4/9a/0b/cb/9a0bcb20-a747-5383-1ccb-bd73952648ca/contsched.alqcwmde.png/230x0w.png,Yes,Entertainment
Xico Lotería,https://apps.apple.com/us/app/xico-loter%C3%ADa/id1481998094,3.5 ,2,,"Juego tradicional inspirado en la lotería Mexicana, ideal para jugar con toda la familia y en modo solitario. Narrado y cantado por XIco.
",Inmersys,366.9 MB,English,4+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/99/bd/29/99bd297c-35b4-f749-29ef-3623f948de1d/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,,Games
XicoLandGame,https://apps.apple.com/us/app/xicolandgame/id1188734416,,,,"A 2D puzzle platformer developed by ENJMIN students on the request of Cristina Pineda.In this new adventure you play with Xico ! Where you are the trustworthy keeper of the Aztec gods in a quest for cleaning this world of the influence of negative energies and Oblivion itself.Use your Chaman powers to solve puzzles , clean up ennemies and break their shields !
",Inmersys,440.7 MB,English,4+,Free,,https://is4-ssl.mzstatic.com/image/thumb/Purple122/v4/30/b8/ce/30b8ce7d-e873-467b-4b90-af09ccb30ad2/pr_source.jpg/230x0w.jpg,,Games
XII Scripta (AG),https://apps.apple.com/us/app/xii-scripta-ag/id1495584134,4.3 ,3,Ancient Game for Modern Gamers,"-Online Matchmaking-Play Online & Offline.-3D Boards & Pawns.-Classic rules + fun variants.-Unlock free, paid and bonus game boards to customize your experience.-Free cloudsave to play from anywhere.-Languages : English, French, Portuguese, Italian, Arabic, Spanish and German.The past is full of fascinating games that haves been mostly forgotten. XII Scripta, the third app of the ANCIENT GAMES collection, is one of them.Our version is a meticulously crafted mix between what a player wants from an historical game and what he/she expects of a modern application.Go back to the early days of the Roman Empire.The privacy policy has been updated in accordance to the latest data protection laws.
",Sullivan Bousiniere,188.6 MB,English,4+,Free,"Apr 7, 2020",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/99/d9/15/99d91570-3406-bf2b-1563-570f71be91de/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/230x0w.png,Yes,Games
XIII - Lost Identity HD (FULL),https://apps.apple.com/us/app/xiii-lost-identity-hd-full/id463257499,3.8 ,4,,"Imagine waking up to discover you’ve led several different lives.Based on the comic book series by Jean Van Hamme and William Vance.A man suffering from amnesia is found washed up on a beach by an elderly couple. He has to unravel who he is and where he has come from, the only clue to his identity being the numerals “XIII” tattooed on his neck.    You are XIII, a man with a host of enemies and who faces danger at every turn as he goes in search of his past.Pursued by mysterious strangers and wanted for the assassination of the President of the United States of America, his life becomes a whirl of conspiracy and intrigue.Pay close attention to everything around you, because it will no doubt be your only chance to piece together XIII’s enigmatic past.Use your inventory to escape from the most hazardous of situations.Are you ready for an adventure unfolding at breakneck speed?- Superb, realistic animated scenes adapted from the comic book series itself- Simple and intuitive gameplay- An interactive inventory- A range of mini games: Puzzles, Match 3, Sliding Blocks etc- Compatible Game Center- Retina DisplayJust who is XIII?- A world-renowned license already available on a variety of media platforms- A series of more than 20 comic books revealing XIII’s story- More than 350,000 copies of each issue sold within days of their release_______________________________________ You have a comment, an opinion, a question, a proposition about one of our games or apps? Send an email to community@anuman.fr or join our Facebook fanpage! You have a technical issue? Contact support@anuman.fr _______________________________________
",Microids,155.6 MB,"English, French, German, Italian, Spanish",12+,$1.99,"Feb 26, 2016",https://is1-ssl.mzstatic.com/image/thumb/Purple4/v4/fd/f1/e4/fdf1e4a8-a786-5cc1-43d8-f6a098b7a733/mzl.temcmkvr.png/230x0w.png,,Games
XIII Lost Identity – HD,https://apps.apple.com/us/app/xiii-lost-identity-hd/id562180069,1.0 ,1,,"Imagine waking up to discover you’ve led several different lives. Based on the comic book series by Jean Van Hamme and William Vance. A man suffering from amnesia is found washed up on a beach by an elderly couple. He has to unravel who he is and where he has come from, the only clue to his identity being the numerals “XIII” tattooed on his neck. You are XIII, a man with a host of enemies and who faces danger at every turn as he goes in search of his past. Pursued by mysterious strangers and wanted for the assassination of the President of the United States of America, his life becomes a whirl of conspiracy and intrigue. Pay close attention to everything around you, because it will no doubt be your only chance to piece together XIII’s enigmatic past. UNLOCK THE FULL VERSION DIRECTLY IN THE GAME Use your inventory to escape from the most hazardous of situations. Are you ready for an adventure unfolding at breakneck speed? - Superb, realistic animated scenes adapted from the comic book series itself - Simple and intuitive gameplay - An interactive inventory - A range of mini games: Puzzles, Match 3, Sliding Blocks etc - Retina DisplayJust who is XIII? - A world-renowned license already available on a variety of media platforms - A series of more than 20 comic books revealing XIII’s story - More than 350,000 copies of each issue sold within days of their release Based on the comic book series by Jean Van Hamme and William Vance.© Vance - Van Hamme / Dargaud Benelux (Dargaud-Lombard s.a.) 2011Microïds is an Anuman Interactive brand. © 2011 Anuman Interactive SA. www.anuman.fr _______________________________________ You have a comment, an opinion, a question, a proposition about one of our games or apps? Send an email to community@anuman.fr or join our Facebook fanpage! You have a technical issue? Contact support@anuman.fr _______________________________________
",Microids,155.6 MB,"English, French, German, Italian, Spanish",12+,Free,"Apr 27, 2016",https://is5-ssl.mzstatic.com/image/thumb/Purple4/v4/79/e6/1a/79e61a4a-c755-348b-18a6-1fb0fe9d030a/mzl.jeonrcdk.png/230x0w.png,Yes,Games
XIII – Lost Identity,https://apps.apple.com/us/app/xiii-lost-identity/id463259872?mt=12,1.0 ,2,,"Imagine waking up to discover you’ve led several different lives.Based on the comic book series by Jean Van Hamme and William Vance.A man suffering from amnesia is found washed up on a beach by an elderly couple. He has to unravel who he is and where he has come from, the only clue to his identity being the numerals “XIII” tattooed on his neck.    You are XIII, a man with a host of enemies and who faces danger at every turn as he goes in search of his past.Pursued by mysterious strangers and wanted for the assassination of the President of the United States of America, his life becomes a whirl of conspiracy and intrigue.Pay close attention to everything around you, because it will no doubt be your only chance to piece together XIII’s enigmatic past.Use your inventory to escape from the most hazardous of situations.Are you ready for an adventure unfolding at breakneck speed?- Superb, realistic animated scenes adapted from the comic book series itself- Simple and intuitive gameplay- An interactive inventory- A range of mini games: Puzzles, Match 3, Sliding Blocks etcJust who is XIII?- A world-renowned license already available on a variety of media platforms- A series of more than 20 comic books revealing XIII’s story- More than 350,000 copies of each issue sold within days of their release★★★★★★★★★★★★★★★★★★★★★★★★ You have a comment, an opinion, a question, a proposition about one of our games or apps?Send an email to community@anuman.frorjoin our Facebook fanpage!You have a technical issue? Contact support@anuman.fr★★★★★★★★★★★★★★★★★★★★★★★★ 
",Microids,120.1 MB,"English, French, German, Italian, Spanish",12+,$4.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple/ce/96/70/mzi.qzoelzlu.png/230x0w.png,,Games
Xilex,https://apps.apple.com/us/app/xilex/id1496229926,,,Draw your puzzle,"Simple one finger puzzle.Hexagonal frame makes beautiful shapes as you solve puzzles.You can send messages to friend locked with a puzzle you drew.
",Joris Deguet,54.4 MB,English,4+,Free,"Apr 20, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/b7/6a/ec/b76aecfc-8d7c-f1b8-2917-5fec814fa35f/AppIcon-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,,Games
Baby Easy Xylophone,https://apps.apple.com/us/app/baby-easy-xylophone/id1531601229,,,Multi-tone glissando xylophone,"Simple Xylophone for babies!+ Multitone support.+ Glissando support (continuously drag to play the keys).+ No ads.+ High volume+ Colorful for kids.+ Europe notation.
",Marco Cebrian Muino,6.8 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/38/e5/10/38e5104b-c141-13c8-0948-b4153425a140/AppIcon-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,,Music
XIM APEX Manager,https://apps.apple.com/us/app/xim-apex-manager/id1179213690,3.8 ,266,,"XIM APEX provides the highest precision mouse and keyboard (and more) experience on Xbox One, PlayStation 4, Xbox 360, and PlayStation 3. Unsurpassed by quality, ease-of-use, and flexibility, XIM APEX is the perfect companion to the even most demanding gamer.XIM APEX empowers gamers with the state-of-the-art without bombarding them with unneeded complexity. Through XIM’s unique Smart Translator technology, XIM APEX is able to provide unparalleled 1-to-1 aiming precision that consistently performs in every game you play. It’s quick and easy to set up your preferred gaming environment though its wireless smartphone configuration tool. XIM APEX enables gamers to choose their preferred input devices that suit them best whether gaming at a desk or from a couch in the living room.XIM APEX Manager is XIM APEX's configuration companion app.To learn more, please visit: http://xim.tech
","XIM Technologies, Inc.",25.3 MB,,4+,Free,"Aug 19, 2019",https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/2a/7f/dd/2a7fddec-3f3a-65b0-6faf-286974fe8628/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/230x0w.png,,Games
XIM4 Manager,https://apps.apple.com/us/app/xim4-manager/id994004583,3.6 ,60,,"*** IMPORTANT: Special Bluetooth pairing steps are required for iOS. For details visit http://xim.tech/ios ***XIM4 provides the highest precision mouse and keyboard (and more) experience on the Xbox One, PlayStation 4, Xbox 360, and PlayStation 3. Unsurpassed by quality, ease-of-use, and flexibility, XIM4 is the perfect companion to the even most demanding gamer.XIM4 empowers gamers with the state-of-the-art without bombarding them with unneeded complexity. Through XIM's unique Smart Translator technology, XIM4 is able to provide unparalleled 1-to-1 aiming precision that consistently performs in every game you play. It's quick and easy to set up your preferred gaming environment through its wireless smartphone and PC configuration tool. XIM4 enables gamers to choose their preferred input devices that suite them best whether gaming at a desk or from a couch in the living room.XIM4 Manager is XIM4's configuration companion app.To learn more, please visit: http://xim.tech
","XIM Technologies, Inc.",32.4 MB,,4+,Free,"Oct 30, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/5b/38/69/5b386957-149f-8065-4d6b-d74e7ef21bef/mzl.dhzkxybx.png/230x0w.png,,Games
Xingua,https://apps.apple.com/us/app/xingua/id1255173172,1.0 ,1,The angle game,"In Xingua, the players can challenge and educate themselves at the same time! Calculate your aim as you jump from platform to platform across a colorful candy store. Collect as many points as you can and experience the different characters that bring their own original tricks...This game is useful for everyone that wants to improve his skill with angles, especially for kids to learn about angles in a fun way.Let's put your trigonometry skills on test.Don't get frustrated if you don't succeed in the first attempts, it's not easy at first, but you will get the sense of angle with time and who knows if you won't be at the top ranking of your facebook friends or even the worldwide top Xingua player.
",Bonako,106.2 MB,English,4+,Free,"Sep 6, 2019",https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/c8/87/0d/c8870d08-f533-eee9-3963-59df9dfea66c/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,,Games
Xinhao Education,https://apps.apple.com/us/app/xinhao-education/id1500728054,,,,"The two aliens were forced to exile in the earth because of the shipwreck. If they want to seek help on the earth, they must first learn the local  language. Could you help them learn the words!The clue will appear on the screen, and the English letters that may be included will be arranged below, answer these questions for the aliens, so that they can learn English!
","Jing Dian Technology Co., Ltd.",97.1 MB,Simplified Chinese,4+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/ab/ec/a4/abeca428-455a-449a-1a6e-4994b0c35d11/AppIcon-0-1x_U007emarketing-0-85-220-6.png/230x0w.png,,Games
XINXUN_FPV,https://apps.apple.com/us/app/xinxun-fpv/id1103147476,,,,"This APP function: 1.Remote control the four axis aircraft( Model airplane) by the IOS machine(iPhone/iPad). 2.Display the real-time video which taken by the camera on the aircraft, video data transmitted via 2.4G WiFi protocol. 3.Take the photo and video record on the mobile phone side.
","Top Sunshine Technology Co.,Ltd.",64.7 MB,"English, Simplified Chinese",4+,Free,"Mar 22, 2017",https://is1-ssl.mzstatic.com/image/thumb/Purple122/v4/cb/2e/35/cb2e356d-aa57-7bfd-ca92-6316e1e7c78b/mzl.ggjwakvx.jpg/230x0w.jpg,,Games
XINXUN_UFO,https://apps.apple.com/us/app/xinxun-ufo/id984368386,5.0 ,1,,"This APP function: 1.Remote control the four axis aircraft( Model airplane) by the IOS machine(iPhone/iPad). 2.Display the real-time video which taken by the camera on the aircraft, video data transmitted via 2.4G WiFi protocol. 3.Take the photo and video record on the mobile phone side.
",Steve Chan,23.1 MB,English,4+,Free,"Feb 17, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple122/v4/c9/29/0e/c9290eff-0daf-b85f-4d9b-18c6cec123e5/mzl.zqtcosjq.jpg/230x0w.jpg,,Games
Xiola,https://apps.apple.com/us/app/xiola/id1095546567,5.0 ,1,,"Challenging Memory Game. A remake of an old classic.
",blu27,8.9 MB,English,4+,Free,"Nov 18, 2019",https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/79/b4/25/79b425a8-c84c-ded9-472e-467ce1fde2ce/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/230x0w.png,,Games
Xircuit: The Puzzle of Light,https://apps.apple.com/us/app/xircuit-the-puzzle-of-light/id1460515076,,,,"Mix colors of light to make ""White"", and escape from the ""Maze of Circuit""!Play this one of the hardest puzzle game for FREE.Well-balanced design of ""Xircuit"" makes you feel fully relaxed. However, it doesn't mean it is easy!!Spend enough time to make 'White' and escape the ""Maze of Circuit"".Everyone is able to play ""Xircuit"", but only a few clever players can finish up the last stage!Which level can you get to?!Mix colors to go forward!
","The DASH, Inc.",187.7 MB,English,4+,Free,"Jun 29, 2019",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/e3/75/b7/e375b703-d13e-7baf-758b-a12903c3d8df/AppIcon-0-1x_U007emarketing-0-85-220-9.png/230x0w.png,,Games
Xitsonga WordSearch,https://apps.apple.com/us/app/xitsonga-wordsearch/id1406013381,,,,"Xitsonga WordSearch is a free puzzle game aimed at helping people learn the Tsonga language. The words in the game are provided by Xitsonga.org.Xitsonga WordSearch features- 9 different Xitsonga word sets- 3 game modes and difficulty levels- Highlights words* Proudly brought to you by Xitsonga.org*
",Sneidon Dumela,60.7 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple115/v4/44/5f/7b/445f7ba8-6e87-b968-3041-3c487287f6d1/AppIcon-1x_U007emarketing-85-220-8.png/230x0w.png,,Games
XJumpers,https://apps.apple.com/us/app/xjumpers/id1476154643,,,Jump and Beat em all!,"Face your opponents in a fun jump competition to reach the first place!Show them who is the best Jumper in the world!
",Jorge Cobo,104.1 MB,English,4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/80/3d/6c/803d6c1a-c239-c273-6bd4-a6d129e37543/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,,Games
XLarn LT,https://apps.apple.com/us/app/xlarn-lt/id512183300?mt=12,2.7 ,3,,"XLarn LT is a fully functional version of XLarn withoutany timelimit.Following limitations appear to the LT-Version:1. only 1 player (max. 10 fullversion)2. only 1 level of difficulty (max. 99 fullversion)3. only 10 caverns (max.20 fullversion)4. only 1 cavernsize (dynamically growing in fullversion)5. no Fullscreen-Mode on screens larger than 13""Languages: English,GermanFor more information about the game see the paid-version.
",Swinfjord-Games,4.7 MB,English,9+,Free,2013年9月9日,https://is4-ssl.mzstatic.com/image/thumb/Purple6/v4/e8/8a/b4/e88ab480-9634-e727-d452-cb2f5953c370/XLarn-LT.png/230x0w.png,,Games
XLDragLITE,https://apps.apple.com/us/app/xldraglite/id475431845,1.0 ,1,,"Why spend $200 on a little plastic box to practice your reaction time?  RaceAmerica manufacturers the entire timing system so we know what a  driver needs for practice.  1 or 2 player and Full or Pro tree starts.  Upgrade to the XLDragPRO app and play against a preset RT, or against the iPad with five different skill levels.  Launch with Transbrake or Gas Pedal, enter Dial-ins or make it tough and let the iPad pick Dial-ins for each run.  Full statistics for each player and App Instructions included in the app.One of the most realistic apps simulating the RT Practice boxes on the market today - now in your iPad!
","RaceAmerica, Inc.",11.2 MB,English,4+,$0.99,"Oct 21, 2018",https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/3e/5e/bd/3e5ebd8f-1102-d9ff-79c9-fa810563f2b2/AppIcon-1x_U007emarketing-sRGB-85-220-0-7.png/230x0w.png,,Sports
XLDragPRO,https://apps.apple.com/us/app/xldragpro/id474899288,2.0 ,1,,"Why spend $200 on a little plastic box to practice your reaction time?  RaceAmerica manufacturers the entire timing system so we know what a driver needs for practice.  Play alone, play against a preset RT, or play the iPad with five different skill levels.  Tree starts can be Full or Pro, launch with Transbrake or Gas Pedal, enter Dial-ins or make it tough and let the iPad pick dial-ins for each run.  Performance Statistics and App Instructions included in the app.  One of the most realistic apps simulating the RT Practice boxes on the market today - now in your iPad!
","RaceAmerica, Inc.",11.3 MB,English,4+,$1.99,"Oct 21, 2018",https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/27/ce/ba/27ceba9c-f5b7-d337-7d3d-6ad51e9743b7/AppIcon-1x_U007emarketing-sRGB-85-220-0-7.png/230x0w.png,,Sports
XLMaths,https://apps.apple.com/us/app/xlmaths/id1447761404,,,Maths at its fullest!,"I'm an 11-year-old App Developer who would like to let your kids experience maths to their fullest. Let your child learn the NZ Math Curriculum from year 1 - 6.  Race to complete true or false questions and earn as many points as they can!
",Jian Li,7.3 MB,English,4+,Free,"Jan 20, 2019",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/18/7e/94/187e94e1-df3b-540e-ded4-506793108642/mzl.htaloupa.png/230x0w.png,,Education
